cycle,PC,func,mem,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
633,72,J,,0,64,9,5,9,69,0,0,14,0,1,-7,62,2,63,1
634,56,ADD,,0,64,9,5,5,69,0,0,14,0,1,-7,62,2,63,1
635,57,ADD,,0,64,9,5,5,64,0,0,14,0,1,-7,62,2,63,1
636,58,SLT,,0,64,9,5,5,64,1,0,14,0,1,-7,62,2,63,1
637,59,BEQ,,0,64,9,5,5,64,1,0,14,0,1,-7,62,2,63,1
638,60,LH,,0,64,9,5,5,64,1,-15,14,0,1,-7,62,2,63,1
639,61,LH,,0,64,9,5,5,64,1,-15,-99,0,1,-7,62,2,63,1
640,62,SLT,,0,64,9,5,5,64,1,-15,-99,1,1,-7,62,2,63,1
641,63,BEQ,,0,64,9,5,5,64,1,-15,-99,1,1,-7,62,2,63,1
642,64,SH,mem[64] = -99,0,64,9,5,5,64,1,-15,-99,1,1,-7,62,2,63,1
643,65,SH,mem[65] = -15,0,64,9,5,5,64,1,-15,-99,1,1,-7,62,2,63,1
644,66,ADD,,0,64,9,5,6,64,1,-15,-99,1,1,-7,62,2,63,1
645,67,ADD,,0,64,9,5,6,65,1,-15,-99,1,1,-7,62,2,63,1
646,68,J,,0,64,9,5,6,65,1,-15,-99,1,1,-7,62,2,63,1
647,58,SLT,,0,64,9,5,6,65,1,-15,-99,1,1,-7,62,2,63,1
648,59,BEQ,,0,64,9,5,6,65,1,-15,-99,1,1,-7,62,2,63,1
649,60,LH,,0,64,9,5,6,65,1,-15,-99,1,1,-7,62,2,63,1
650,61,LH,,0,64,9,5,6,65,1,-15,-12,1,1,-7,62,2,63,1
651,62,SLT,,0,64,9,5,6,65,1,-15,-12,0,1,-7,62,2,63,1
652,63,BEQ,,0,64,9,5,6,65,1,-15,-12,0,1,-7,62,2,63,1
653,66,ADD,,0,64,9,5,7,65,1,-15,-12,0,1,-7,62,2,63,1
654,67,ADD,,0,64,9,5,7,66,1,-15,-12,0,1,-7,62,2,63,1
655,68,J,,0,64,9,5,7,66,1,-15,-12,0,1,-7,62,2,63,1
656,58,SLT,,0,64,9,5,7,66,1,-15,-12,0,1,-7,62,2,63,1
657,59,BEQ,,0,64,9,5,7,66,1,-15,-12,0,1,-7,62,2,63,1
658,60,LH,,0,64,9,5,7,66,1,-12,-12,0,1,-7,62,2,63,1
659,61,LH,,0,64,9,5,7,66,1,-12,-45,0,1,-7,62,2,63,1
660,62,SLT,,0,64,9,5,7,66,1,-12,-45,1,1,-7,62,2,63,1
661,63,BEQ,,0,64,9,5,7,66,1,-12,-45,1,1,-7,62,2,63,1
662,64,SH,mem[66] = -45,0,64,9,5,7,66,1,-12,-45,1,1,-7,62,2,63,1
663,65,SH,mem[67] = -12,0,64,9,5,7,66,1,-12,-45,1,1,-7,62,2,63,1
664,66,ADD,,0,64,9,5,8,66,1,-12,-45,1,1,-7,62,2,63,1
665,67,ADD,,0,64,9,5,8,67,1,-12,-45,1,1,-7,62,2,63,1
666,68,J,,0,64,9,5,8,67,1,-12,-45,1,1,-7,62,2,63,1
667,58,SLT,,0,64,9,5,8,67,1,-12,-45,1,1,-7,62,2,63,1
668,59,BEQ,,0,64,9,5,8,67,1,-12,-45,1,1,-7,62,2,63,1
669,60,LH,,0,64,9,5,8,67,1,-12,-45,1,1,-7,62,2,63,1
670,61,LH,,0,64,9,5,8,67,1,-12,0,1,1,-7,62,2,63,1
671,62,SLT,,0,64,9,5,8,67,1,-12,0,0,1,-7,62,2,63,1
672,63,BEQ,,0,64,9,5,8,67,1,-12,0,0,1,-7,62,2,63,1
673,66,ADD,,0,64,9,5,9,67,1,-12,0,0,1,-7,62,2,63,1
674,67,ADD,,0,64,9,5,9,68,1,-12,0,0,1,-7,62,2,63,1
675,68,J,,0,64,9,5,9,68,1,-12,0,0,1,-7,62,2,63,1
676,58,SLT,,0,64,9,5,9,68,0,-12,0,0,1,-7,62,2,63,1
677,59,BEQ,,0,64,9,5,9,68,0,-12,0,0,1,-7,62,2,63,1
678,69,ADD,,0,64,9,6,9,68,0,-12,0,0,1,-7,62,2,63,1
679,70,SLT,,0,64,9,6,9,68,0,-12,0,0,1,-7,62,2,63,1
680,71,BEQ,,0,64,9,6,9,68,0,-12,0,0,1,-7,62,2,63,1
681,72,J,,0,64,9,6,9,68,0,-12,0,0,1,-7,62,2,63,1
682,56,ADD,,0,64,9,6,6,68,0,-12,0,0,1,-7,62,2,63,1
683,57,ADD,,0,64,9,6,6,64,0,-12,0,0,1,-7,62,2,63,1
684,58,SLT,,0,64,9,6,6,64,1,-12,0,0,1,-7,62,2,63,1
685,59,BEQ,,0,64,9,6,6,64,1,-12,0,0,1,-7,62,2,63,1
686,60,LH,,0,64,9,6,6,64,1,-99,0,0,1,-7,62,2,63,1
687,61,LH,,0,64,9,6,6,64,1,-99,-15,0,1,-7,62,2,63,1
688,62,SLT,,0,64,9,6,6,64,1,-99,-15,0,1,-7,62,2,63,1
689,63,BEQ,,0,64,9,6,6,64,1,-99,-15,0,1,-7,62,2,63,1
690,66,ADD,,0,64,9,6,7,64,1,-99,-15,0,1,-7,62,2,63,1
691,67,ADD,,0,64,9,6,7,65,1,-99,-15,0,1,-7,62,2,63,1
692,68,J,,0,64,9,6,7,65,1,-99,-15,0,1,-7,62,2,63,1
693,58,SLT,,0,64,9,6,7,65,1,-99,-15,0,1,-7,62,2,63,1
694,59,BEQ,,0,64,9,6,7,65,1,-99,-15,0,1,-7,62,2,63,1
695,60,LH,,0,64,9,6,7,65,1,-15,-15,0,1,-7,62,2,63,1
696,61,LH,,0,64,9,6,7,65,1,-15,-45,0,1,-7,62,2,63,1
697,62,SLT,,0,64,9,6,7,65,1,-15,-45,1,1,-7,62,2,63,1
698,63,BEQ,,0,64,9,6,7,65,1,-15,-45,1,1,-7,62,2,63,1
699,64,SH,mem[65] = -45,0,64,9,6,7,65,1,-15,-45,1,1,-7,62,2,63,1
700,65,SH,mem[66] = -15,0,64,9,6,7,65,1,-15,-45,1,1,-7,62,2,63,1
701,66,ADD,,0,64,9,6,8,65,1,-15,-45,1,1,-7,62,2,63,1
702,67,ADD,,0,64,9,6,8,66,1,-15,-45,1,1,-7,62,2,63,1
703,68,J,,0,64,9,6,8,66,1,-15,-45,1,1,-7,62,2,63,1
704,58,SLT,,0,64,9,6,8,66,1,-15,-45,1,1,-7,62,2,63,1
705,59,BEQ,,0,64,9,6,8,66,1,-15,-45,1,1,-7,62,2,63,1
706,60,LH,,0,64,9,6,8,66,1,-15,-45,1,1,-7,62,2,63,1
707,61,LH,,0,64,9,6,8,66,1,-15,-12,1,1,-7,62,2,63,1
708,62,SLT,,0,64,9,6,8,66,1,-15,-12,0,1,-7,62,2,63,1
709,63,BEQ,,0,64,9,6,8,66,1,-15,-12,0,1,-7,62,2,63,1
710,66,ADD,,0,64,9,6,9,66,1,-15,-12,0,1,-7,62,2,63,1
711,67,ADD,,0,64,9,6,9,67,1,-15,-12,0,1,-7,62,2,63,1
712,68,J,,0,64,9,6,9,67,1,-15,-12,0,1,-7,62,2,63,1
713,58,SLT,,0,64,9,6,9,67,0,-15,-12,0,1,-7,62,2,63,1
714,59,BEQ,,0,64,9,6,9,67,0,-15,-12,0,1,-7,62,2,63,1
715,69,ADD,,0,64,9,7,9,67,0,-15,-12,0,1,-7,62,2,63,1
716,70,SLT,,0,64,9,7,9,67,0,-15,-12,0,1,-7,62,2,63,1
717,71,BEQ,,0,64,9,7,9,67,0,-15,-12,0,1,-7,62,2,63,1
718,72,J,,0,64,9,7,9,67,0,-15,-12,0,1,-7,62,2,63,1
719,56,ADD,,0,64,9,7,7,67,0,-15,-12,0,1,-7,62,2,63,1
720,57,ADD,,0,64,9,7,7,64,0,-15,-12,0,1,-7,62,2,63,1
721,58,SLT,,0,64,9,7,7,64,1,-15,-12,0,1,-7,62,2,63,1
722,59,BEQ,,0,64,9,7,7,64,1,-15,-12,0,1,-7,62,2,63,1
723,60,LH,,0,64,9,7,7,64,1,-99,-12,0,1,-7,62,2,63,1
724,61,LH,,0,64,9,7,7,64,1,-99,-45,0,1,-7,62,2,63,1
725,62,SLT,,0,64,9,7,7,64,1,-99,-45,0,1,-7,62,2,63,1
726,63,BEQ,,0,64,9,7,7,64,1,-99,-45,0,1,-7,62,2,63,1
727,66,ADD,,0,64,9,7,8,64,1,-99,-45,0,1,-7,62,2,63,1
728,67,ADD,,0,64,9,7,8,65,1,-99,-45,0,1,-7,62,2,63,1
729,68,J,,0,64,9,7,8,65,1,-99,-45,0,1,-7,62,2,63,1
730,58,SLT,,0,64,9,7,8,65,1,-99,-45,0,1,-7,62,2,63,1
731,59,BEQ,,0,64,9,7,8,65,1,-99,-45,0,1,-7,62,2,63,1
732,60,LH,,0,64,9,7,8,65,1,-45,-45,0,1,-7,62,2,63,1
733,61,LH,,0,64,9,7,8,65,1,-45,-15,0,1,-7,62,2,63,1
734,62,SLT,,0,64,9,7,8,65,1,-45,-15,0,1,-7,62,2,63,1
735,63,BEQ,,0,64,9,7,8,65,1,-45,-15,0,1,-7,62,2,63,1
736,66,ADD,,0,64,9,7,9,65,1,-45,-15,0,1,-7,62,2,63,1
737,67,ADD,,0,64,9,7,9,66,1,-45,-15,0,1,-7,62,2,63,1
738,68,J,,0,64,9,7,9,66,1,-45,-15,0,1,-7,62,2,63,1
739,58,SLT,,0,64,9,7,9,66,0,-45,-15,0,1,-7,62,2,63,1
740,59,BEQ,,0,64,9,7,9,66,0,-45,-15,0,1,-7,62,2,63,1
741,69,ADD,,0,64,9,8,9,66,0,-45,-15,0,1,-7,62,2,63,1
742,70,SLT,,0,64,9,8,9,66,0,-45,-15,0,1,-7,62,2,63,1
743,71,BEQ,,0,64,9,8,9,66,0,-45,-15,0,1,-7,62,2,63,1
744,72,J,,0,64,9,8,9,66,0,-45,-15,0,1,-7,62,2,63,1
745,56,ADD,,0,64,9,8,8,66,0,-45,-15,0,1,-7,62,2,63,1
746,57,ADD,,0,64,9,8,8,64,0,-45,-15,0,1,-7,62,2,63,1
747,58,SLT,,0,64,9,8,8,64,1,-45,-15,0,1,-7,62,2,63,1
748,59,BEQ,,0,64,9,8,8,64,1,-45,-15,0,1,-7,62,2,63,1
749,60,LH,,0,64,9,8,8,64,1,-99,-15,0,1,-7,62,2,63,1
750,61,LH,,0,64,9,8,8,64,1,-99,-45,0,1,-7,62,2,63,1
751,62,SLT,,0,64,9,8,8,64,1,-99,-45,0,1,-7,62,2,63,1
752,63,BEQ,,0,64,9,8,8,64,1,-99,-45,0,1,-7,62,2,63,1
753,66,ADD,,0,64,9,8,9,64,1,-99,-45,0,1,-7,62,2,63,1
754,67,ADD,,0,64,9,8,9,65,1,-99,-45,0,1,-7,62,2,63,1
755,68,J,,0,64,9,8,9,65,1,-99,-45,0,1,-7,62,2,63,1
756,58,SLT,,0,64,9,8,9,65,0,-99,-45,0,1,-7,62,2,63,1
757,59,BEQ,,0,64,9,8,9,65,0,-99,-45,0,1,-7,62,2,63,1
758,69,ADD,,0,64,9,9,9,65,0,-99,-45,0,1,-7,62,2,63,1
759,70,SLT,,0,64,9,9,9,65,0,-99,-45,0,0,-7,62,2,63,1
760,71,BEQ,,0,64,9,9,9,65,0,-99,-45,0,0,-7,62,2,63,1
761,73,LH,,0,-38,9,9,9,65,0,-99,-45,0,0,-7,62,2,63,1
762,74,MUL,,0,-38,-342,9,9,65,0,-99,-45,0,0,-7,62,2,63,1
763,75,SH,mem[50] = -342,0,-38,-342,9,9,65,0,-99,-45,0,0,-7,62,2,63,1
764,76,SUB,,0,-38,-342,9,9,65,64,-99,-45,0,0,-7,62,2,63,1
765,77,SH,mem[64] = 64,0,-38,-342,9,9,65,64,-99,-45,0,0,-7,62,2,63,1
766,78,LH,,0,-38,-342,-75,9,65,64,-99,-45,0,0,-7,62,2,63,1
767,79,ADD,,0,-38,-342,-11,9,65,64,-99,-45,0,0,-7,62,2,63,1
768,80,SUB,,0,-38,-342,-11,20,65,64,-99,-45,0,0,-7,62,2,63,1
769,81,SLT,,0,-38,-342,-11,20,0,64,-99,-45,0,0,-7,62,2,63,1
770,82,MUL,,0,-38,-342,-11,20,0,64,0,-45,0,0,-7,62,2,63,1
771,83,ADD,,0,-38,-342,-11,20,0,64,0,-45,0,0,-7,62,2,63,1
772,84,SUB,,0,-38,-342,-11,64,0,64,0,-45,0,0,-7,62,2,63,1
773,85,BEQ,,0,-38,-342,-11,64,0,64,0,-45,0,0,-7,62,2,63,1
774,87,SUB,,0,-38,-342,-11,64,0,64,0,-63,0,0,-7,62,2,63,1
775,88,SUB,,0,-38,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
776,89,LH,,0,-38,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
777,90,SH,mem[49] = 0,0,-38,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
778,91,LH,,0,64,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
779,92,LH,,0,-45,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
780,93,LH,,0,-15,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
781,94,SH,mem[64] = -15,0,-15,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
782,95,SH,mem[64] = -342,0,-15,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
783,96,SH,mem[64] = -11,0,-15,-342,-11,64,0,64,0,64,0,0,-7,62,2,63,1
784,97,LH,,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
785,98,SH,mem[66] = -45,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
786,99,SH,mem[67] = -45,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
787,100,SH,mem[68] = 64,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
788,101,SH,mem[69] = 0,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
789,102,SH,mem[70] = 0,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
790,103,SH,mem[71] = -7,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
791,104,SH,mem[72] = 62,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
792,105,SH,mem[73] = 2,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
793,106,SH,mem[74] = 63,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
794,107,SH,mem[75] = 1,0,-15,-342,-11,64,-45,64,0,64,0,0,-7,62,2,63,1
795,108,MUL,,0,-15,-342,-11,64,-45,64,0,64,-15,0,-7,62,2,63,1
796,109,LH,,34,-15,-342,-11,64,-45,64,0,64,-15,0,-7,62,2,63,1
797,110,SLT,,34,-15,-342,-11,1,-45,64,0,64,-15,0,-7,62,2,63,1
798,111,BEQ,,34,-15,-342,-11,1,-45,64,0,64,-15,0,-7,62,2,63,1
799,114,SH,mem[60] = 64,34,-15,-342,-11,1,-45,64,0,64,-15,0,-7,62,2,63,1
800,115,BEQ,,34,-15,-342,-11,1,-45,64,0,64,-15,0,-7,62,2,63,1
801,122,ADD,,34,-15,-342,-11,1,-45,64,0,64,-308,0,-7,62,2,63,1
802,123,SH,mem[16] = -11,34,-15,-342,-11,1,-45,64,0,64,-308,0,-7,62,2,63,1
803,124,LH,,34,-15,-342,-11,1,-45,64,-74,64,-308,0,-7,62,2,63,1
804,125,BEQ,,34,-15,-342,-11,1,-45,64,-74,64,-308,0,-7,62,2,63,1
805,126,SLT,,34,-15,-342,-11,1,-45,64,-74,64,-308,0,-7,62,2,1,1
806,127,ADD,,34,-15,-342,-11,1,1,64,-74,64,-308,0,-7,62,2,1,1
807,128,SH,mem[4] = -11,34,-15,-342,-11,1,1,64,-74,64,-308,0,-7,62,2,1,1
808,129,LH,,34,-15,-342,-11,1,1,64,-74,64,-308,-11,-7,62,2,1,1
809,130,LH,,34,-15,-342,-11,-11,1,64,-74,64,-308,-11,-7,62,2,1,1
810,131,BEQ,,34,-15,-342,-11,-11,1,64,-74,64,-308,-11,-7,62,2,1,1
811,132,ADD,,34,-15,-342,-11,-11,2,64,-74,64,-308,-11,-7,62,2,1,1
812,133,LH,,-30,-15,-342,-11,-11,2,64,-74,64,-308,-11,-7,62,2,1,1
813,134,LH,,-30,-15,-342,-11,1,2,64,-74,64,-308,-11,-7,62,2,1,1
814,135,BEQ,,-30,-15,-342,-11,1,2,64,-74,64,-308,-11,-7,62,2,1,1
815,136,LH,,-30,-15,-342,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
816,137,MUL,,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
817,138,SH,mem[4] = -7,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
818,139,SH,mem[14] = 62,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
819,140,SH,mem[4] = -74,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
820,141,SH,mem[0] = -15,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
821,142,LH,,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
822,143,SH,mem[16] = -74,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
823,144,SH,mem[56] = -15,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
824,145,BEQ,,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
825,146,SH,mem[16] = -30,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,2,1,1
826,147,LH,,-30,-15,-22,-11,1,2,64,-74,-74,-308,-11,-7,62,-74,1,1
827,148,SLT,,-30,-15,-22,1,1,2,64,-74,-74,-308,-11,-7,62,-74,1,1
828,149,LH,,-30,-15,-22,1,1,2,64,-74,-74,-308,-11,-7,62,-74,1,-342
829,150,J,,-30,-15,-22,1,1,2,64,-74,-74,-308,-11,-7,62,-74,1,-342
830,182,SH,mem[16] = -308,-30,-15,-22,1,1,2,64,-74,-74,-308,-11,-7,62,-74,1,-342
831,183,LH,,-30,-15,-22,1,1,2,64,-74,-74,-308,-11,-7,62,-74,1,-15
832,184,SH,mem[11] = -15,-30,-15,-22,1,1,2,64,-74,-74,-308,-11,-7,62,-74,1,-15
833,185,ADD,,-30,-15,-22,1,1,34,64,-74,-74,-308,-11,-7,62,-74,1,-15
834,186,LH,,-30,-15,-22,1,1,34,64,-74,-74,-308,-11,-7,62,-74,-74,-15
835,187,J,,-30,-15,-22,1,1,34,64,-74,-74,-308,-11,-7,62,-74,-74,-15
836,156,LH,,-15,-15,-22,1,1,34,64,-74,-74,-308,-11,-7,62,-74,-74,-15
837,157,ADD,,-15,-15,-22,1,1,34,64,-74,-74,-308,-11,-7,-37,-74,-74,-15
838,158,MUL,,-15,-15,-22,1,1,34,64,-74,-74,-308,-11,-7,-37,-74,-74,1628
839,159,SH,mem[68] = -15,-15,-15,-22,1,1,34,64,-74,-74,-308,-11,-7,-37,-74,-74,1628
840,160,SLT,,-15,-15,-22,1,1,34,64,-74,-74,0,-11,-7,-37,-74,-74,1628
841,161,BEQ,,-15,-15,-22,1,1,34,64,-74,-74,0,-11,-7,-37,-74,-74,1628
842,173,LH,,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
843,174,SH,mem[15] = -7,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
844,175,SH,mem[2] = -15,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
845,176,SH,mem[30] = 64,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
846,177,BEQ,,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
847,180,SH,mem[0] = -74,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
848,181,J,,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
849,188,BEQ,,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
850,189,SH,mem[14] = -15,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
851,190,SH,mem[8] = -74,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
852,191,BEQ,,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
853,192,BEQ,,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
854,193,SH,mem[1633] = -74,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
855,194,BEQ,,-15,-15,-22,1,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
856,202,LH,,-15,-15,-22,-7,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,1628
857,203,LH,,-15,-15,-22,-7,1,31,64,-74,-74,0,-11,-7,-37,-74,-74,-20
858,204,LH,,-15,-15,-22,-7,1,31,64,-7,-74,0,-11,-7,-37,-74,-74,-20
859,205,BEQ,,-15,-15,-22,-7,1,31,64,-7,-74,0,-11,-7,-37,-74,-74,-20
860,214,LH,,-15,-15,-22,-7,1,31,-74,-7,-74,0,-11,-7,-37,-74,-74,-20
861,215,SUB,,-15,-15,-22,-7,1,31,-74,54,-74,0,-11,-7,-37,-74,-74,-20
862,216,ADD,,-15,-15,-22,-73,1,31,-74,54,-74,0,-11,-7,-37,-74,-74,-20
863,217,BEQ,,-15,-15,-22,-73,1,31,-74,54,-74,0,-11,-7,-37,-74,-74,-20
864,224,SH,mem[16] = -15,-15,-15,-22,-73,1,31,-74,54,-74,0,-11,-7,-37,-74,-74,-20
865,225,ADD,,-15,-15,-22,-73,1,31,-74,54,-74,0,-43,-7,-37,-74,-74,-20
866,226,SH,mem[0] = -7,-15,-15,-22,-73,1,31,-74,54,-74,0,-43,-7,-37,-74,-74,-20
867,227,LH,,-15,-15,-22,-73,1,2,-74,54,-74,0,-43,-7,-37,-74,-74,-20
868,228,LH,,-15,-15,-22,-73,1,-7,-74,54,-74,0,-43,-7,-37,-74,-74,-20
869,229,BEQ,,-15,-15,-22,-73,1,-7,-74,54,-74,0,-43,-7,-37,-74,-74,-20
870,230,BEQ,,-15,-15,-22,-73,1,-7,-74,54,-74,0,-43,-7,-37,-74,-74,-20
871,243,LH,,-15,-15,-22,-73,1,-7,-74,54,-74,0,-43,-7,-37,-74,-74,-20
872,244,ADD,,-15,-30,-22,-73,1,-7,-74,54,-74,0,-43,-7,-37,-74,-74,-20
873,245,SLT,,-15,-30,-22,-73,1,-7,-74,54,-74,0,-43,0,-37,-74,-74,-20
874,246,SH,mem[3] = -7,-15,-30,-22,-73,1,-7,-74,54,-74,0,-43,0,-37,-74,-74,-20
875,247,LH,,-15,-7,-22,-73,1,-7,-74,54,-74,0,-43,0,-37,-74,-74,-20
876,248,LH,,-15,-7,-22,-73,1,-7,-74,54,-94,0,-43,0,-37,-74,-74,-20
877,249,BEQ,,-15,-7,-22,-73,1,-7,-74,54,-94,0,-43,0,-37,-74,-74,-20
878,250,SH,mem[0] = -15,-15,-7,-22,-73,1,-7,-74,54,-94,0,-43,0,-37,-74,-74,-20
879,251,LH,,-15,-7,-22,-73,1,-7,-74,54,-94,0,-15,0,-37,-74,-74,-20
880,252,LH,,-15,-7,-22,-73,1,-7,-74,54,-94,0,-15,0,-15,-74,-74,-20
881,253,LH,,-15,-7,-22,-73,1,-7,-74,54,-94,0,-15,0,-15,-74,-74,-20
882,254,SUB,,-15,-7,-22,-73,1,-22,-74,54,-94,0,-15,0,-15,-74,-74,-20
883,255,SUB,,-15,-7,-22,-73,1,-22,-74,54,-94,0,-15,0,-15,-74,-74,-7
884,256,SH,mem[16] = 0,-15,-7,-22,-73,1,-22,-74,54,-94,0,-15,0,-15,-74,-74,-7
885,257,LH,,-15,-7,-22,-15,1,-22,-74,54,-94,0,-15,0,-15,-74,-74,-7
886,258,SLT,,-15,-7,0,-15,1,-22,-74,54,-94,0,-15,0,-15,-74,-74,-7
887,259,LH,,-15,-7,0,-15,1,-22,-74,54,-94,0,-15,0,-15,-74,-7,-7
888,260,LH,,-15,-7,0,-15,1,-22,0,54,-94,0,-15,0,-15,-74,-7,-7
889,261,LH,,-15,-7,0,-15,1,-22,0,54,-94,0,-15,-15,-15,-74,-7,-7
890,262,LH,,-15,-7,0,-15,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
891,263,LH,,-15,-7,0,-15,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
892,264,SH,mem[8] = -7,-15,-7,0,-15,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
893,265,SH,mem[52] = 0,-15,-7,0,-15,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
894,266,BEQ,,-15,-7,0,-15,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
895,274,SH,mem[0] = -15,-15,-7,0,-15,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
896,275,LH,,-15,-7,0,-7,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
897,276,LH,,-15,-15,0,-7,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
898,277,BEQ,,-15,-15,0,-7,1,-22,0,54,-94,0,-15,-15,-7,-74,-7,-7
899,293,LH,,-15,-15,0,-7,1,-22,0,54,-94,0,-15,-15,-15,-74,-7,-7
900,294,LH,,-15,-15,0,-7,1,-22,0,54,-94,-7,-15,-15,-15,-74,-7,-7
901,295,SH,mem[6] = -15,-15,-15,0,-7,1,-22,0,54,-94,-7,-15,-15,-15,-74,-7,-7
902,296,BEQ,,-15,-15,0,-7,1,-22,0,54,-94,-7,-15,-15,-15,-74,-7,-7
903,297,SH,mem[8] = 1,-15,-15,0,-7,1,-22,0,54,-94,-7,-15,-15,-15,-74,-7,-7
904,298,BEQ,,-15,-15,0,-7,1,-22,0,54,-94,-7,-15,-15,-15,-74,-7,-7
905,299,LH,,-15,-15,0,-7,1,-22,0,54,9,-7,-15,-15,-15,-74,-7,-7
906,300,LH,,-15,-15,0,-7,1,-22,0,54,9,-7,-15,-15,-15,-74,-7,1
907,301,LH,,-15,-15,0,-7,1,-22,0,54,9,-7,-15,-15,-15,-74,-7,1
908,302,SUB,,-15,-15,0,-7,1,-22,0,54,9,-7,-15,-15,-15,15,-7,1
909,303,LH,,-15,-15,0,-7,1,-22,0,54,9,-7,-15,-15,-15,15,-7,1
910,304,SH,mem[15] = -7,-15,-15,0,-7,1,-22,0,54,9,-7,-15,-15,-15,15,-7,1
911,305,ADD,,-7,-15,0,-7,1,-22,0,54,9,-7,-15,-15,-15,15,-7,1
912,306,ADD,,-7,-15,0,-7,10,-22,0,54,9,-7,-15,-15,-15,15,-7,1
913,307,LH,,-7,-15,0,-7,10,-22,0,54,9,-7,-15,-15,-15,-15,-7,1
914,308,SUB,,-7,-15,0,-7,0,-22,0,54,9,-7,-15,-15,-15,-15,-7,1
915,309,LH,,-7,-15,0,-7,0,-22,0,54,9,-7,1,-15,-15,-15,-7,1
916,310,SH,mem[0] = 1,-7,-15,0,-7,0,-22,0,54,9,-7,1,-15,-15,-15,-7,1
917,311,SUB,,-53,-15,0,-7,0,-22,0,54,9,-7,1,-15,-15,-15,-7,1
918,312,SLT,,-53,-15,0,-7,0,-22,0,54,9,0,1,-15,-15,-15,-7,1
919,313,ADD,,-53,-15,0,-44,0,-22,0,54,9,0,1,-15,-15,-15,-7,1
920,314,MUL,,-53,-15,0,-44,0,-22,0,54,9,0,1,-15,-15,-15,-7,225
